X,Y,R
-2.50,-7.80,0.600
-2.50,-2.60,0.600
-2.50,2.60,0.600
-2.50,7.80,0.600
0.00,-7.80,0.600
0.00,-2.60,0.600
0.00,2.60,0.600
0.00,7.80,0.600
2.50,-7.80,0.600
2.50,-2.60,0.600
2.50,2.60,0.600
2.50,7.80,0.600
